Unnamed: 0, , .1, .2, .3, .4, .5, .6, .7
, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.1, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Latin America, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
PRIVATE, , , Import Tariffs, , , 0, , 
LABEL, , ,   Total Cost, , , 0, , 
OPERATIONS, , , , , , , , 
Europe-Africa, , , S/Q Rating, , , 0, , 
  Market, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Available for Sale, , Pairs (000s), , , 0, , 
, , , Total Cost ($000s), , , 0, , 
, , , S/Q Rating, , , 0, , 
, , , Models Available, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Revenues / Costs /, , Gross Revenues, , , 0, , 
,   Profit, , Exchange Rate Adjustment, , , 0, , 
, , ,   Net Revenues, , , 0, , 
, , , , , , , , 
, , , Direct ------------, Production Costs, , 0, , 
, , ,   Costs, Exchange Rate Adj, , 0, , 
, , , , Freight Charges, , 0, , 
, , , , Import Tariffs, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , ,   Margin over Direct Costs, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Contract, Offers to ---------------------, , Offer Price ($/pair), , 37, , 
,   Offer,   Private-Label, , Pairs Offered, , 0, , 
, ,   Buyers, , S/Q Rating, , 0, , 
, , , , Number of Models, , 0, , 
, , , , , , , , 
, , Offer Accepted/Declined (0 1 2 3), , , , 3, , 
, , Pairs Produced/Sold (000s), , , , 0, , 
, , Market Share (%), , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRIVATE, Shipments in from, , Pairs (000s), , , 0, , 
LABEL,   North America, , , , , , , 
OPERATIONS,   Facility, , Prod Cost $000s), , , 0, , 
Asia-Pacific, , , Exchange Rate Imp, , , 0, , 
  Market, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.2, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Eupope Africa, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 0, , 
, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 318, , 
,   Asia-Pacific, , , , , , , 
,   Facility, , Prod Cost $000s), , , 8017, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 318, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 8335, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.1, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Latin America, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
PRIVATE, , , Import Tariffs, , , 0, , 
LABEL, , ,   Total Cost, , , 0, , 
OPERATIONS, , , , , , , , 
Asia-Pacific, , , S/Q Rating, , , 0, , 
  Market, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Available for Sale, , Pairs (000s), , , 318, , 
, , , Total Cost ($000s), , , 8335, , 
, , , S/Q Rating, , , 3.1, , 
, , , Models Available, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Revenues / Costs /, , Gross Revenues, , , 10176, , 
,   Profit, , Exchange Rate Adjustment, , , 0, , 
, , ,   Net Revenues, , , 10176, , 
, , , , , , , , 
, , , Direct ------------, Production Costs, , 8017, , 
, , ,   Costs, Exchange Rate Adj, , 0, , 
, , , , Freight Charges, , 318, , 
, , , , Import Tariffs, , 0, , 
, , , , Packaging/Shipping, , 366, , 
, , ,   Margin over Direct Costs, , , 1475, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Contract, Offers to ---------------------, , Offer Price ($/pair), , 32, , 
,   Offer,   Private-Label, , Pairs Offered, , 318, , 
, ,   Buyers, , S/Q Rating, , 3.2, , 
, , , , Number of Models, , 100, , 
, , , , , , , , 
, , Offer Accepted/Declined (0 1 2 3), , , , 1, , 
, , Pairs Produced/Sold (000s), , , , 318, , 
, , Market Share (%), , , , 0.281, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRIVATE, Shipments in from, , Pairs (000s), , , 0, , 
LABEL,   North America, , , , , , , 
OPERATIONS,   Facility, , Prod Cost $000s), , , 0, , 
Latin America, , , Exchange Rate Imp, , , 0, , 
  Market, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.2, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Eupope Africa, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 0, , 
, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Asia-Pacific, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
, , , Import Tariffs, , , 0, , 
, , ,   Total Cost, , , 0, , 
, , , , , , , , 
, , , S/Q Rating, , , 3.1, , 
, , , Models, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shipments in from, , Pairs (000s), , , 0, , 
,   Latin America, , , , , , , 
,   Facility, , Prod Cost $000s), , , 0, , 
, , , Exchange Rate Imp, , , 0, , 
, , , Freight Charge, , , 0, , 
PRIVATE, , , Import Tariffs, , , 0, , 
LABEL, , ,   Total Cost, , , 0, , 
OPERATIONS, , , , , , , , 
Latin America, , , S/Q Rating, , , 0, , 
  Market, , , Models, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Available for Sale, , Pairs (000s), , , 0, , 
, , , Total Cost ($000s), , , 0, , 
, , , S/Q Rating, , , 0, , 
, , , Models Available, , , 100, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Revenues / Costs /, , Gross Revenues, , , 0, , 
,   Profit, , Exchange Rate Adjustment, , , 0, , 
, , ,   Net Revenues, , , 0, , 
, , , , , , , , 
, , , Direct ------------, Production Costs, , 0, , 
, , ,   Costs, Exchange Rate Adj, , 0, , 
, , , , Freight Charges, , 0, , 
, , , , Import Tariffs, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , ,   Margin over Direct Costs, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Contract, Offers to ---------------------, , Offer Price ($/pair), , 37, , 
,   Offer,   Private-Label, , Pairs Offered, , 0, , 
, ,   Buyers, , S/Q Rating, , 0, , 
, , , , Number of Models, , 0, , 
, , , , , , , , 
, , Offer Accepted/Declined (0 1 2 3), , , , 3, , 
, , Pairs Produced/Sold (000s), , , , 0, , 
, , Market Share (%), , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRIVATE, Revenues / Costs /, , Gross Revenues, , , 10176, , 
LABEL,   Profit, , Exchange Rate Adjustment, , , 0, , 
OPERATIONS, , ,   Net Revenues, , , 10176, , 
Overall, , , , , , , , 
, , , Direct ------------, Production Costs, , 8017, , 
, , ,   Costs, Exchange Rate Adj, , 0, , 
, , , , Freight Charges, , 318, , 
, , , , Import Tariffs, , 0, , 
, , , , Packaging/Shipping, , 366, , 
, , ,   Margin over Direct Costs, , , 1475, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Contract,   Private-Label, , Pairs Offered, , 318, , 
,   Offer, , , , , , , 
, , Pairs Produced/Sold (000s), , , , 318, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INTERNET, Profit / Loss, Revenues from Internet Sales, , , , 38505, , 
MARKET, , Customer-Paid Shipping Fees, , , , 0, , 
PERFORMANCE, ,   Gross Interent Revenues, , , , 38505, , 
North America, ,   ± Exchange Rate Adjustments, , , , 0, , 
  Market, ,     Net Internet Revenues, , , , 38505, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 12784, , 
, ,   Costs, Warehouse Expenses, , , 5881, , 
, , , Marketing Expenses, , , 10840, , 
, , , Administrative Expenses, , , 838, , 
, , , , , , , , 
, , Operating Profit / Loss, , , , 8162, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 453, , 
,   Statistics,   Year, Market Share (%), , , 0.234, , 
, , , Operating Profit Margin (%), , , 0.212, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 353, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.225, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INTERNET, Profit / Loss, Revenues from Internet Sales, , , , 16369, , 
MARKET, , Customer-Paid Shipping Fees, , , , 2250, , 
PERFORMANCE, ,   Gross Interent Revenues, , , , 16369, , 
Europe-Africa, ,   ± Exchange Rate Adjustments, , , , 0, , 
  Market, ,     Net Internet Revenues, , , , 18619, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 5762, , 
, ,   Costs, Warehouse Expenses, , , 2379, , 
, , , Marketing Expenses, , , 5949, , 
, , , Administrative Expenses, , , 333, , 
, , , , , , , , 
, , Operating Profit / Loss, , , , 4196, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 180, , 
,   Statistics,   Year, Market Share (%), , , 0.11, , 
, , , Operating Profit Margin (%), , , 0.225, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 300, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.179, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INTERNET, Profit / Loss, Revenues from Internet Sales, , , , 22695, , 
MARKET, , Customer-Paid Shipping Fees, , , , 0, , 
PERFORMANCE, ,   Gross Interent Revenues, , , , 22695, , 
Asia-Pacific, ,   ± Exchange Rate Adjustments, , , , 0, , 
  Market, ,     Net Internet Revenues, , , , 22695, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 6668, , 
, ,   Costs, Warehouse Expenses, , , 3527, , 
, , , Marketing Expenses, , , 8701, , 
, , , Administrative Expenses, , , 494, , 
, , , , , , , , 
, , Operating Profit / Loss, , , , 3305, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 267, , 
,   Statistics,   Year, Market Share (%), , , 0.2171, , 
, , , Operating Profit Margin (%), , , 0.146, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 225, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.175, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INTERNET, Profit / Loss, Revenues from Internet Sales, , , , 28100, , 
MARKET, , Customer-Paid Shipping Fees, , , , 0, , 
PERFORMANCE, ,   Gross Interent Revenues, , , , 28100, , 
Latin America, ,   ± Exchange Rate Adjustments, , , , 0, , 
  Market, ,     Net Internet Revenues, , , , 28100, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 11867, , 
, ,   Costs, Warehouse Expenses, , , 3974, , 
, , , Marketing Expenses, , , 8531, , 
, , , Administrative Expenses, , , 561, , 
, , , , , , , , 
, , Operating Profit / Loss, , , , 3167, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 303, , 
,   Statistics,   Year, Market Share (%), , , 0.2414, , 
, , , Operating Profit Margin (%), , , 0.113, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 225, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.098, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INTERNET, Profit / Loss, Revenues from Internet Sales, , , , 105669, , 
MARKET, , Customer-Paid Shipping Fees, , , , 2250, , 
PERFORMANCE, ,   Gross Interent Revenues, , , , 105669, , 
Overall, ,   ± Exchange Rate Adjustments, , , , 0, , 
, ,     Net Internet Revenues, , , , 107919, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 37081, , 
, ,   Costs, Warehouse Expenses, , , 15761, , 
, , , Marketing Expenses, , , 34021, , 
, , , Administrative Expenses, , , 2226, , 
, , , , , , , , 
, , Operating Profit / Loss, , , , 18830, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 1203, , 
,   Statistics,   Year, Market Share (%), , , 0.214, , 
, , , Operating Profit Margin (%), , , 0.174, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 1103, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.175, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
WHOLESALE, Profit / Loss, Gross Wholesale Revenues, , , , 140397, , 
MARKET, , ± Exchange Rate Adjustments, , , , 0, , 
PERFORMANCE, ,   Net Wholesale Revenues, , , , 140397, , 
North America, , , , , , , , 
  Market, , Oper ---------, Cost of Pairs Sold, , , 74755, , 
, ,   Costs, Warehouse Expenses, , , 10229, , 
, , , Marketing Expenses, , , 28347, , 
, , , Administrative Expenses, , , 4904, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 22162, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 2649, , 
,   Statistics,   Year, Market Share (%), , , 0.2632, , 
, , , Operating Profit Margin (%), , , 0.158, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 1997, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.183, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
WHOLESALE, Profit / Loss, Gross Wholesale Revenues, , , , 96249, , 
MARKET, , ± Exchange Rate Adjustments, , , , 0, , 
PERFORMANCE, ,   Net Wholesale Revenues, , , , 96249, , 
Europe-Africa, , , , , , , , 
  Market, , Oper ---------, Cost of Pairs Sold, , , 52270, , 
, ,   Costs, Warehouse Expenses, , , 7072, , 
, , , Marketing Expenses, , , 15538, , 
, , , Administrative Expenses, , , 3022, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 18347, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 1633, , 
,   Statistics,   Year, Market Share (%), , , 0.1904, , 
, , , Operating Profit Margin (%), , , 0.191, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 1700, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.133, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
WHOLESALE, Profit / Loss, Gross Wholesale Revenues, , , , 83051, , 
MARKET, , ± Exchange Rate Adjustments, , , , 0, , 
PERFORMANCE, ,   Net Wholesale Revenues, , , , 83051, , 
Asia-Pacific, , , , , , , , 
  Market, , Oper ---------, Cost of Pairs Sold, , , 39136, , 
, ,   Costs, Warehouse Expenses, , , 6810, , 
, , , Marketing Expenses, , , 17363, , 
, , , Administrative Expenses, , , 2900, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 16842, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 1567, , 
,   Statistics,   Year, Market Share (%), , , 0.2403, , 
, , , Operating Profit Margin (%), , , 0.203, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 1275, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.219, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
WHOLESALE, Profit / Loss, Gross Wholesale Revenues, , , , 114859, , 
MARKET, , ± Exchange Rate Adjustments, , , , 0, , 
PERFORMANCE, ,   Net Wholesale Revenues, , , , 114859, , 
Latin America, , , , , , , , 
  Market, , Oper ---------, Cost of Pairs Sold, , , 74062, , 
, ,   Costs, Warehouse Expenses, , , 7839, , 
, , , Marketing Expenses, , , 14676, , 
, , , Administrative Expenses, , , 3498, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 14784, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 1891, , 
,   Statistics,   Year, Market Share (%), , , 0.2804, , 
, , , Operating Profit Margin (%), , , 0.129, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 1275, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.091, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
WHOLESALE, Profit / Loss, Gross Wholesale Revenues, , , , 434556, , 
MARKET, , ± Exchange Rate Adjustments, , , , 0, , 
PERFORMANCE, ,   Net Wholesale Revenues, , , , 434556, , 
Overall, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 240223, , 
, ,   Costs, Warehouse Expenses, , , 31950, , 
, , , Marketing Expenses, , , 75924, , 
, , , Administrative Expenses, , , 14324, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 72135, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Segment, Current -----, Pairs Sold (000s), , , 7740, , 
,   Statistics,   Year, Market Share (%), , , 0.243, , 
, , , Operating Profit Margin (%), , , 0.166, , 
, , , , , , , , 
, , Prior --------, Pairs Sold (000s), , , 6247, , 
, ,   Year, Market Share (%), , , 0.2, , 
, , , Operating Profit Margin (%), , , 0.156, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INCOME, North America, Segment Revenues --------, , Internet, , 38505, , 
STATEMENT, , , , Wholeslae, , 140397, , 
, , , , Private-Label, , 0, , 
, , , , , , , , 
, , Gross Revenues from Footwear Sales, , , , 178902, , 
, , ± Exchange Rate Adjustments, , , , 0, , 
, , , , , , , , 
, ,   Net Revenues from Footwear Sales, , , , 178902, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 87539, , 
, ,   Costs, Warehouse Expenses, , , 16110, , 
, , , Marketing Expenses, , , 39187, , 
, , , Administrative Expenses, , , 5742, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 30324, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Europe-Africa, Segment Revenues --------, , Internet, , 18619, , 
, , , , Wholeslae, , 96249, , 
, , , , Private-Label, , 0, , 
, , , , , , , , 
, , Gross Revenues from Footwear Sales, , , , 114868, , 
, , ± Exchange Rate Adjustments, , , , 0, , 
, , , , , , , , 
, ,   Net Revenues from Footwear Sales, , , , 114868, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 58032, , 
, ,   Costs, Warehouse Expenses, , , 9451, , 
, , , Marketing Expenses, , , 21487, , 
, , , Administrative Expenses, , , 3355, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 22543, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Asia-Pacific, Segment Revenues --------, , Internet, , 22695, , 
, , , , Wholeslae, , 83051, , 
, , , , Private-Label, , 10176, , 
, , , , , , , , 
, , Gross Revenues from Footwear Sales, , , , 115922, , 
, , ± Exchange Rate Adjustments, , , , 0, , 
, , , , , , , , 
, ,   Net Revenues from Footwear Sales, , , , 115922, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 54139, , 
, ,   Costs, Warehouse Expenses, , , 10703, , 
, , , Marketing Expenses, , , 26064, , 
, , , Administrative Expenses, , , 3394, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 21622, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Latin America, Segment Revenues --------, , Internet, , 28100, , 
, , , , Wholeslae, , 114859, , 
, , , , Private-Label, , 0, , 
, , , , , , , , 
, , Gross Revenues from Footwear Sales, , , , 142959, , 
, , ± Exchange Rate Adjustments, , , , 0, , 
, , , , , , , , 
, ,   Net Revenues from Footwear Sales, , , , 142959, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 85929, , 
, ,   Costs, Warehouse Expenses, , , 11813, , 
, , , Marketing Expenses, , , 23207, , 
, , , Administrative Expenses, , , 4059, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 17951, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Company, Segment Revenues --------, , Internet, , 107919, , 
,   Total, , , Wholeslae, , 434556, , 
, , , , Private-Label, , 10176, , 
, , , , , , , , 
, , Gross Revenues from Footwear Sales, , , , 552651, , 
, , ± Exchange Rate Adjustments, , , , 0, , 
, , , , , , , , 
, ,   Net Revenues from Footwear Sales, , , , 552651, , 
, , , , , , , , 
, , Oper ---------, Cost of Pairs Sold, , , 285639, , 
, ,   Costs, Warehouse Expenses, , , 48077, , 
, , , Marketing Expenses, , , 109945, , 
, , , Administrative Expenses, , , 16550, , 
, , , , , , , , 
, ,   Operating Profit / Loss, , , , 92440, , 
, , , , , , , , 
, , Interest Income or Expense, , , , -8708, , 
, , Other Income or Expenses, , , , 0, , 
, , , , , , , , 
, ,   Pre-Tax Profit (Loss), , , , 83732, , 
, ,   Income Taxes , , , , 25120, , 
, , , , , , , , 
, ,     Net Profit (Loss), , , , 58612, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Profitability, Earnings Per Share -------------------, , , Last Year, 2, , 
,   and Payout, , , , This Year, 2.93, , 
, , Dividends Per Share ------------------, , , Last Year, 1, , 
, , , , , This Year, 0.5, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
CASH FLOW, Cash, Beginning Cash Balance, , , , 6074, , 
STATEMENT,   Available, , , , , , , 
, , Cash ----------, Receipts from Footwear Sales, , , 527051, , 
, ,   Inflows, Bank Loans ----------------, , 1-Year, 0, , 
, , , , ,   Int Rate, 0.074, , 
, , , , , 5-Year, 0, , 
, , , , , 10-Year, 2000, , 
, , , Stock Issues, , , 0, , 
, , , Sale of Production Equipment, , , 0, , 
, , , Interest Income on Cash Bal., , , 121, , 
, , , Overdraft Loan -----------, , Amount, 0, , 
, , , , ,   Int Rate, 0.094, , 
, , , Cash Refund, , , 0, , 
, , , , , , , , 
, , Total Cash Available from All Sources, , , , 535246, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Cash, Payments to Materials Suppliers, , , , 108926, , 
,   Outlays, Production Expenses, , , , 119489, , 
, , Distribution and Warehouse Expenses, , , , 96743, , 
, , Marketing and Administrative Expenses, , , , 126495, , 
, , Capital ----------, Facility Expansion, , , 0, , 
, ,   Outlays, Equipment Purchases, , , 20000, , 
, , , Production Improvement Options, , , 0, , 
, , , Energy Efficiency Initiatives, , , 0, , 
, , Repayment of --------------, , 1-Year Loan, , 0, , 
, ,   Loan Principal, , 5-Year Loans, , 0, , 
, , , , 10-Year Loans, , 15900, , 
, , Interest Payments ------, , Bank Loans, , 8829, , 
, , , , Overdraft Loan, , 0, , 
, , Stock Repurchase, , , , 0, , 
, , Income Tax Payments, , , , 25120, , 
, , Dividend Payments to Shareholders, , , , 10000, , 
, , Charitable Contribution, , , , 0, , 
, , Cash Fine, , , , 0, , 
, , , , , , , , 
, , Total Cash Outlays, , , , 531502, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Ending Cash, Net Cash Balance, , , , 3744, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
BALANCE, Assets, Cash On Hand, , , , 3744, , 
SHEET, , Accounts Receivable, , , , 111183, , 
, , Footwear Inventories, , , , 29031, , 
, , , , , , , , 
, ,   Total Current Assets, , , , 143958, , 
, , , , , , , , 
, , Net Investment in Facilities and Equipment, , , , 243700, , 
, , Construction Work In Progress, , , , 0, , 
, , Production Improvement Options On Order, , , , 0, , 
, , , , , , , , 
, ,   Total Fixed Assets, , , , 243700, , 
, , , , , , , , 
, , Total Assets, , , , 387658, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Liabilities, Accounts Payable, , , , 29846, , 
, , 1-Year Bank Loan Payable, , , , 0, , 
, , Current Portion of Long-Term Bank Loans, , , , 16100, , 
, , Overdraft Loan Payable, , , , 0, , 
, , , , , , , , 
, ,   Total Current Liabilities, , , , 45946, , 
, , , , , , , , 
, , Long-Term Bank Loans Outstanding, , , , 83100, , 
, , , , , , , , 
, , Total Liabilities, , , , 129046, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Shareholder, Common Stock ----------, , Beginning Balance, , 20000, , 
,   Equity, , , Change in Current Yr, , 0, , 
, , , , Ending Balance, , 20000, , 
, , , , , , , , 
, , Additional Capital -------, , Beginning Balance, , 110000, , 
, , , , Change in Current Yr, , 0, , 
